position,company,location,salary,summary
Senior Statistician,J.D. Power,"Westlake Village, CA",,"Our scientists, Ph.D. Perform multivariate statistical analysis on survey data using SAS. Conjoint, Max Diff and related methodologies;Predictive Analytics/Big..."
Staff Scientist - Infectious and Inflammatory Diseases,Sanford Burnham Prebys Medical Discovery Institute,"Los Angeles, CA",,"Position is a fully supported non-tenure track position with the responsibility of leading a team of scientists, while retaining the ability to conduct..."
Data Scientist,EcoSense Lighting,"Los Angeles, CA 90017",,We are looking for a Data Scientist. Proficient in data mining processes and optimization. Analyze data from a wide range of sources to discover insights and...
"Thermal Analyst, 2018 Graduate Intern",The Aerospace Corporation,"El Segundo, CA 90245",,"Compare flight data to pre-launch predictions. Assist in post-processing launch vehicle flight data. Experience in data collection, processing, analysis, and..."
"Lab Scientist, Engineer",Shire Pharmaceuticals,"Los Angeles, CA 90079",,"Utilize robust statistical analysis to draw appropriate conclusions from the data. This position is responsible for executing process development projects,..."
"Data Scientist, Revenue Analytics",Snap Inc.,"Los Angeles, CA",,"We’re looking for a Data Scientist to join Team Snapchat! Apply your expertise in quantitative analysis, data mining, and presenting data to identify and convey..."
Vice President of Data Science,J.D. Power,"Westlake Village, CA",,Building and managing best-in-class team of Data Scientists and Data Engineers. Of Data Science. Demonstrated ability to lead a technical team of product and...
"Manager, Data Analysis/Reporting - Home Entertainment",Sony Pictures Entertainment Inc.,"Culver City, CA 90232",,"Manager, Data Analysis/Reporting - Home Entertainment. Improve efficiency of data ingestion and data blending from various disparate sources leveraging SQL, VBA..."
"Space Program Cost, Schedule & Risk Analyst Undergraduate Intern",The Aerospace Corporation,"El Segundo, CA 90245",,Our state-of-the-art laboratory facilities are staffed by some of the leading scientists in the world. Work includes performing cost and schedule analysis on...
Principal Machine Learning Engineer,Raytheon,"El Segundo, CA",,"The ideal candidate will be an engineer, mathematician or physicist with experience in machine learning, neural networks, data analysis and modeling and..."
Lead Data Scientist,BCG Digital Ventures,"Manhattan Beach, CA",,"Leading and managing a team of data scientists. In your role as the Lead Data Scientist at BCG Digital Ventures, you will:...."
Data Scientist,The Aerospace Corporation,"El Segundo, CA 90245",,"Experience in collecting data from/exposing data to various data sources and services (API, XML, JSON, etc…)...."
Machine Learning Computer Scientist ? Autonomous Driving,Aptiv,"Agoura Hills, CA 91301",,"Data will be generated by various sensors including radar, camera, and lidar. Make a Delphi Difference on your first day...."
HUMAN RESOURCES ANALYST III - TEST RESEARCH,Los Angeles County Department of Human Resources,"Los Angeles, CA","$78,525 - $102,985 a year","A multiple choice test measuring quantitative problem solving, reading comprehension, reasoning, and data interpretation...."
Artificial Intelligence & Data Scientist,Twentieth Century Fox,"Los Angeles, CA",,"1-3+ years of experience as data scientist. Experience in data ingestion, data cleaning, prototyping, bringing prototypes to production, product design, setting..."
"Manager, Data Analytics & Architecture",Warner Bros. Entertainment Group,"Burbank, CA",,"Partner with data engineers, data scientists to help ""tell the story"" behind the data. Create/Manage Workbooks and Projects, Database Views, Data Sources and..."
Quality Improvement Coordinator II,Childrens Hospital Los Angeles,"Los Angeles, CA",,Master’s preferred and certification Clinical Laboratory Scientist and Certified Professional Healthcare Quality preferred....
"Research Scientist, 2018 Doctoral Intern",The Aerospace Corporation,"El Segundo, CA 90245",,"Experience analyzing scientific and/or technical data in Matlab, IDL, and/or Python. The Aerospace Corporation is seeking a Research Scientist, 2018 Doctoral..."
Principal Data Scientist,GoGuardian,"El Segundo, CA",,"7 years+ experience as Data Scientist (data analysis, visualization, ML) with relevant work experience. Building tooling to support related efforts such as data..."
Software Engineer II - Machine Learning,Jet Propulsion Laboratory,"Pasadena, CA",,"Geospatial / space-based data, Natural Language Processing. Sklearn, scipy, Apache Big Data suite, openCV. Scientists, operations, decision makers and society..."
Senior Director - Data Acquisition,J.D. Power,"Westlake Village, CA",,Partner with Data Science to monitor and measure sample data quality. Partner with Data Science to test new sample sources or data collection methodologies...
Quality Improvement Coordinator II,Childrens Hospital Los Angeles,"Los Angeles, CA",,Master’s preferred and certification Clinical Laboratory Scientist and Certified Professional Healthcare Quality preferred....
Expert,The Boston Consulting Group,"Los Angeles, CA",,"Experience with Big Data and Fast Data (i.e.:. Experience with big data environments a plus:. Proven deep expertise in the fields of machine learning, big data,..."
Research Business Administrator III/IV,Kaiser Permanente,"Pasadena, CA",,"Researches, gathers, analyzes & summarizes data for reports. Working with research scientists, principal investigators, division/unit managers, research project..."
Manufacturing Scientist,Shire Pharmaceuticals,"Los Angeles, CA 90079",,"Utilize robust statistical analysis to draw appropriate conclusions from the data. Support event investigations, regulatory filings, and daily operations in the..."
Machine Learning Using R Instructor,UCLA Extension,"Los Angeles, CA","$2,650 a month","Course disciplines cybersecurity, data science and applications programming subject areas. This field is made possible due to the rapid and simultaneous..."
"Post-Doc, Urban Nature Research Center",L.A. COUNTY MUSEUM NH,"Los Angeles, CA",,Collaborate with other UNRC scientists to write competitive grant proposals; Conduct large-scale statistical analyses using data from weather stations and...
Data Analysis Specialist,Telecare Corporation,"Long Beach, CA",,"Verifies accuracy of data. Oversees that data is collected accurately and on time. The Data Analyst is responsible for coordinating all Caminar, Avatar and EHR..."
Research Business Administrator III/IV,Kaiser Permanente,"Pasadena, CA",,"Researches, gathers, analyzes & summarizes data for reports. Working with research scientists, principal investigators, division/unit managers, research project..."
Bioinformatician Data Scientist,UCLA HEALTH,"Westwood, CA",,Experience with RNAseq data analysis and interpretation is a plus. Strong database and big data structure design and querying....
"MANAGER, RESEARCH ANALYST & WRITER",XPRIZE Foundation,"Culver City, CA",,"You will collect and analyze data; Adequate knowledge of data collection methods (polls, focus groups, surveys etc.)...."
Electro-Optical Sensor Analyst,The Aerospace Corporation,"El Segundo, CA 90245",,Perform data analysis of simulated and real electro-optical sensor data. Experience analyzing OPIR data from one or more sensors and/or experience developing...
Mathematician/Numerical Analyst,The Aerospace Corporation,"El Segundo, CA 90245",,Perform orbit determination for a variety of satellite missions using real and simulated data. Our state-of-the-art laboratory facilities are staffed by some of...
Exploratory Data Analysis Instructor,UCLA Extension,"Los Angeles, CA","$2,650 a month","The key goal of Data Science is to obtain insights from data. You will learn the iterative process of EDA, data analysis techniques, data exploration, and..."
"Intern-Graduate - KP School of Medicine- Pasadena, CA",Kaiser Permanente,"Pasadena, CA",,Aptitude to perform data and process analytics and formulating solutions. Students will gain critical knowledge and real-world experience and benefit from...
Director of Product,Cyndx Networks,"Santa Monica, CA",,"Drive a cross-functional team comprised of engineers, data scientists, and designers. Cyndx Networks is hiring a dynamic and collaborative Director of Product!..."
Data Analysis Specialist,Telecare Corporation,"Long Beach, CA",,"Verifies accuracy of data. Oversees that data is collected accurately and on time. The Data Analyst is responsible for coordinating all Caminar, Avatar and EHR..."
Financial Data Scientist,Verity Business Services,"Los Angeles, CA",,The primary function of the data scientist is to automate current manual financial and operational reporting....
Machine Learning Scientist with Audio DSP background,Oben,"Pasadena, CA",,"Define data needs, evaluate data quality, perform and critique appropriate statistical analyses using software such as R, Python, SAS, MATLAB, and/or Splus...."
Exploratory Data Analysis Instructor,UCLA Extension,"Los Angeles, CA","$2,650 a month","The key goal of Data Science is to obtain insights from data. You will learn the iterative process of EDA, data analysis techniques, data exploration, and..."
"MANAGER, RESEARCH ANALYST & WRITER",XPRIZE Foundation,"Culver City, CA",,"You will collect and analyze data; Adequate knowledge of data collection methods (polls, focus groups, surveys etc.)...."
Data Scientist,AIG,"Woodland Hills, CA",,"Understanding complex business challenges, designing scientific solutions, manipulating large data sets, using cutting edge machine learning or statistical..."
Software Engineer,NBI Resources,"El Segundo, CA",,Our core team of Computer scientists and Data Engineers have a passion for building tools that solve our clients most challenging and complex technical problems...
Market Research Analyst,Marcus & Millichap,"Calabasas, CA 91302",,Support data mining projects using industry leading data sources to assess commercial real estate inventory....
