position,company,location,salary,summary
Data Scientist,"23andMe, Inc.","Mountain View, CA 94041",,23andMe is seeking an experienced data scientist to join our Analytics team. Strong applied statistics and data visualization skills....
Machine Learning Research Position,KLA-Tencor,"Milpitas, CA 95035",,Write production modeling code at scale for high data rate systems. Design and perform experimental data analysis to gain deep understanding of the problem....
"Software Engineer, Algorithms and Machine Learning (New College Grad)",NVIDIA,"Santa Clara, CA",,"We are now looking for a Software Engineer, Algorithms and Machine Learning – New College Grad Nvidia’s invention of the GPU 1999 sparked the growth of the..."
Lead Data Scientist - Jemstep,Invesco,"Los Altos, CA",,Are you a seasoned data expert well-versed in multiple data technologies? They must be hands-on data experts with the ability to lead initiatives across an...
Natural Language Processing Scientist (University Grad),Electronic Arts,"Redwood City, CA 94065",,"Our next NLP Scientist at EA should have:. Our group develops AI and data driven solutions to game team. From data modeling to agent building, we utilize a..."
Machine Learning/Deep Learning Engineer (Intern),"Samsung Semiconductor, Inc.","San Jose, CA",,"DSA31390 Samsung SoC R&D; Lab in San Diego is seeking a talented, highly motivated individual to join our team as an intern for the summer of 2018. In this..."
Product Manager,Facebook,"Menlo Park, CA",,"You'll work closely with engineers, designers, data scientists and marketers to identify growth opportunities and build products for the rapidly expanding VR..."
Machine Learning / Deep Learning Research Engineer,"Faraday Future, Inc.","San Jose, CA",,"Master’s or Doctoral degree with 3+ years of experience in machine learning or adjacent fields (computer science, statistics, data mining, data science, big..."
Data Engineer,Zipcar,"San Mateo, CA",,Data pipelines (e.g. Data processing frameworks (e.g. Contribute to data architecture and technology decisions with expert understanding of data engineering...
Deep Learning Data Search Software Engineer​,NVIDIA,"Santa Clara, CA",,"We are now looking for a Deep Learning Data Search Software Engineer:. Artificial intelligence, the dream of computer scientists for over half a century, is no..."
Supply Chain Business & Data Analyst,Shutterfly,"Redwood City, CA",,"5+ years experience as a business analyst, data scientist or similar job function, including 2+ years of relevant experience with data mining, SQL, building..."
