position,company,location,salary,summary
Sr. Office Assistant,National Ecological Observatory Network Inc,"Boulder, CO",,"Gather and research data to create reports as needed for designated teams. A 30+ year project dedicated to understanding how changes in climate, land use and..."
CdTe Thin-Film Materials Processing Technician,National Renewable Energy Laboratory,"Golden, CO",,Performing work reproducibly with high degree of quality and reliability Recording data in computer databases ....
Director - ITS Infrastructure and Operations (662016),Ball Aerospace,"Lafayette, CO",,"Create a data driven operations culture. Establishing data driven operations monitoring and response. Manage the data center design, technology implementation,..."
Administrative Associate III (662029),Ball Aerospace,"Broomfield, CO",,"Gather and interpret data; Prepare various schedules and perform data entry, etc. Our team of more than 3,000 engineers, scientists, technicians and support..."
Staff Consultant - Optical (661858),Ball Aerospace,"Boulder, CO",,"Our team of more than 3,000 engineers, scientists, technicians and support staff drives all the achievements at Ball Aerospace...."
Technician III - Assembly (661312),Ball Aerospace,"Westminster, CO",,"Apply solid computer skills to access & input data via computer interface or automated equipment. Our team of more than 3,000 engineers, scientists, technicians..."
Property Administrator I (662235),Ball Aerospace,"Westminster, CO",,"Our team of more than 3,000 engineers, scientists, technicians and support staff drives all the achievements at Ball Aerospace...."
"Manager, Data Analytics",KPMG,"Denver, CO 80202 (Lodo area)",,"Lead the design and development of tools and solutions working with data scientists, data integration teams and visualization experts to deliver analysis that..."
Engineer IV – DoD Initiatives,National Renewable Energy Laboratory,"Golden, CO",,Perform site assessments and data collection for the creation of electrical drawings and models. Implement and manage project control systems and metrics and...
Engineering Aide I - Part-Time (662203),Ball Aerospace,"Westminster, CO",,"May document tests and record data to assist with technical evaluation or analysis. Our team of more than 3,000 engineers, scientists, technicians and support..."
"Associate, Data Scientist",KPMG,"Denver, CO 80202 (Lodo area)",,"Retrieve, process and prepare a rich data variety of data sources such as social media, news, internal/external documents, emails, financial data, and..."
Roofing & Waterproofing Consultant - Denver,"Wiss, Janney, Elstner Associates","Denver, CO",,"Ability to record data clearly and write passages for reports, letters, etc. Wiss, Janney, Elstner Associates is a global firm of engineers, architects, and..."
Software Engineer/Programmer II,UCAR,"Boulder, CO","$70,449 - $88,061 a year","And interacts with users, scientists and data providers to build user centered products. Integrates technology within complex data information systems;..."
